session_id,model,output_length,pre_gap,has_error,is_system_prompt_present,input_tokens,turn_number,turn_cost
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,134,2.6601,0,0,4584,5,0.015762
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,122,2.0156,0,0,5903,6,0.019539
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,181,1.7569,0,0,7814,7,0.026157
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,95,1.9296,0,0,8065,8,0.02562
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,158,0.4691,0,0,8205,9,0.026985000000000002
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,192,14.1601,0,0,8708,10,0.029004000000000002
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,116,44.5183,0,0,9293,11,0.029619
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,152,1.7997,0,0,9473,12,0.030699
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,217,2.9045,0,0,9778,13,0.032589
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,250,2.0899,0,0,11426,14,0.038028000000000006
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,193,0.3286,0,0,11958,15,0.038769000000000005
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,73,1.7845,0,0,12220,16,0.037755
gaia__L2_853c8244-429e-46__claude,claude-sonnet-4-6,433,1.5615,0,0,12353,17,0.043554
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,93,0.0,0,0,462,1,0.002781
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,69,5.3538,0,0,650,2,0.0029850000000000002
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,67,4.2662,0,0,804,3,0.003417
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,95,2.0597,0,0,963,4,0.004314
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,67,2.4687,0,0,1317,5,0.004956
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,46,2.1352,0,0,1469,6,0.005097
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,98,2.0506,0,0,3462,7,0.011855999999999998
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,98,2.4629,0,0,3659,8,0.012447
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,46,3.3755,0,0,3861,9,0.012273
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,147,2.0359,0,0,5758,10,0.019479
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,46,2.4726,0,0,6011,11,0.018723
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,144,1.6256,0,0,7389,12,0.024326999999999998
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,46,4.0347,0,0,7629,13,0.023577
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,102,2.2392,0,0,10925,14,0.034305
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,46,3.1937,0,0,11122,15,0.034056
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,113,1.9729,0,0,13051,16,0.040848
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,46,2.3197,0,0,13816,17,0.042138
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,109,1.6653,0,0,14145,18,0.04407
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,46,2.3727,0,0,14347,19,0.043731000000000006
gaia__L2_8b3379c0-0981-4f__claude,claude-sonnet-4-6,119,1.4451,0,0,15599,20,0.048582
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,64,0.0,0,0,514,1,0.002502
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,108,0.3404,0,0,636,2,0.003528
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,106,0.2554,1,0,802,3,0.003996
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,80,3.6208,1,0,1060,4,0.00438
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,55,0.2533,1,0,1170,5,0.004335
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,149,4.2027,1,0,1283,6,0.006084
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,165,0.3206,1,0,1492,7,0.006951000000000001
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,57,0.3323,1,0,1691,8,0.005928
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,262,1.537,1,0,1806,9,0.009348
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,389,0.3321,1,0,2252,10,0.012591
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,1139,0.3419,1,0,3573,11,0.027804000000000002
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,1026,0.2717,1,0,4448,12,0.028734000000000003
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,465,0.2636,1,0,5458,13,0.023349
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,631,0.3077,1,0,5942,14,0.027291000000000003
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,720,0.2593,1,0,6534,15,0.030402000000000002
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,497,0.2657,1,0,7172,16,0.028971
gaia__L2_8f80e01c-1296-43__claude,claude-sonnet-4-6,344,0.2635,1,0,7683,17,0.028209
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,91,0.0,0,0,436,1,0.002673
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,48,4.8356,0,0,769,2,0.003027
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,155,3.6269,0,0,1235,3,0.006030000000000001
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,78,0.8916,0,0,1403,4,0.005379
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,159,2.2141,0,0,2123,5,0.008754000000000001
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,105,0.8719,0,0,2286,6,0.008433
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,246,0.2335,0,0,2562,7,0.011376
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,187,0.8649,0,0,2840,8,0.011325
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,92,1.0787,0,0,3070,9,0.010589999999999999
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,203,2.3976,0,0,3393,10,0.013224
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,149,0.8914,0,0,3575,11,0.01296
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,141,0.8905,0,0,3724,12,0.013287
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,157,0.8886,0,0,3867,13,0.013956
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,313,0.428,0,0,4033,14,0.016794
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,253,0.4365,0,0,4355,15,0.01686
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,320,1.7604,0,0,4565,16,0.018495
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,227,0.7477,0,0,5005,17,0.01842
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,230,1.0684,0,0,5384,18,0.019602
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,324,1.071,0,0,5840,19,0.02238
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,216,0.7581,0,0,6177,20,0.021771
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,291,0.7626,0,0,7134,21,0.025767
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,563,1.0979,0,0,8785,22,0.0348
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,177,2.0561,0,0,9310,23,0.030585
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,179,0.7543,0,0,9640,24,0.031605
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,223,0.7509,0,0,9923,25,0.033114
gaia__L2_9f41b083-683e-4d__claude,claude-sonnet-4-6,482,0.773,0,0,10324,26,0.038202
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,74,0.0,0,0,500,1,0.0026100000000000003
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,84,7.4737,0,0,5931,2,0.019053
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,77,2.6308,0,0,8815,3,0.0276
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,82,2.5455,0,0,11732,4,0.036426
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,60,2.448,0,0,15994,5,0.048882
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,46,2.0544,0,0,20276,6,0.061518
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,255,2.0885,0,0,25529,7,0.080412
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,76,4.5974,0,0,27095,8,0.082425
gaia__L2_a26649c6-1cb2-47__claude,claude-sonnet-4-6,66,2.5327,0,0,28737,9,0.087201
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,93,0.0,0,0,463,1,0.002784
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,65,5.313,0,0,794,2,0.003357
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,90,3.3079,0,0,1397,3,0.005541000000000001
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,46,1.969,0,0,2124,4,0.007062
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,68,1.5547,0,0,2453,5,0.008379000000000001
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,81,3.4533,0,0,3059,6,0.010391999999999998
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,122,6.6706,0,0,7269,7,0.023637
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,98,3.2396,0,0,7933,8,0.025269
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,146,3.538,0,0,9669,9,0.031197000000000003
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,81,2.5007,0,0,10237,10,0.031926
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,74,7.8973,0,0,11272,11,0.034926
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,254,8.5806,0,0,12465,12,0.041205
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,83,5.4742,0,0,12756,13,0.039513000000000006
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,133,1.9365,0,0,13623,14,0.042864
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,112,0.5921,0,0,13787,15,0.043041
gaia__L2_a56f1527-3abf-41__claude,claude-sonnet-4-6,76,0.7764,0,0,13931,16,0.042933000000000006
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,62,0.0,0,0,442,1,0.002256
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,109,5.1361,0,0,4006,2,0.013653
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,164,2.207,0,0,8393,3,0.027639
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,155,2.8031,0,0,12769,4,0.040632
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,85,0.3552,0,0,12951,5,0.040128
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,87,0.3506,0,0,13068,6,0.040509
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,105,0.3385,0,0,14559,7,0.045252
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,97,0.3563,0,0,14685,8,0.04551
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,214,0.3613,0,0,14882,9,0.047855999999999996
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,161,0.3788,0,0,15109,10,0.047742
gaia__L2_a7feb290-76bb-4c__claude,claude-sonnet-4-6,268,0.3612,0,0,15295,11,0.049905000000000005
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,69,0.0,0,0,487,1,0.002496
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,61,5.8726,0,0,681,2,0.002958
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,66,1.8096,0,0,870,3,0.0036
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,72,31.4609,1,0,1019,4,0.004137
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,102,1.0018,1,0,1630,5,0.00642
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,74,2.2435,1,0,1967,6,0.007011
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,65,1.8597,1,0,2245,7,0.007710000000000001
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,81,6.4481,1,0,2378,8,0.008349
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,128,2.8473,1,0,2497,9,0.009411000000000001
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,68,10.3975,1,0,2638,10,0.008934000000000001
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,70,6.608,1,0,2774,11,0.009372
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,66,14.1016,1,0,2911,12,0.009722999999999999
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,78,31.4718,1,0,3061,13,0.010353000000000001
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,75,2.8214,1,0,3256,14,0.010893
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,111,2.48,1,0,4847,15,0.016206
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,83,2.3147,1,0,5085,16,0.0165
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,95,3.103,1,0,7767,17,0.024726
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,112,3.0453,1,0,9458,18,0.030054
gaia__L2_ad37a656-079a-49__claude,claude-sonnet-4-6,159,4.1101,1,0,13534,19,0.042987
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,93,0.0,0,0,522,1,0.002961
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,76,0.3229,0,0,661,2,0.003123
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,112,0.2401,0,0,867,3,0.004281
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,127,0.2701,1,0,1032,4,0.005001
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,57,3.4097,1,0,1302,5,0.0047610000000000005
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,95,4.3679,1,0,1416,6,0.005673
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,115,3.875,1,0,1731,7,0.006918
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,152,2.1996,1,0,1900,8,0.007980000000000001
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,144,5.921,1,0,2099,9,0.008457000000000001
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,146,5.9521,1,0,2283,10,0.009039
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,279,6.6902,1,0,2487,11,0.011646
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,224,0.3197,1,0,2807,12,0.011781
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,252,20.4467,1,0,3168,13,0.013284
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,347,26.2741,1,0,4007,14,0.017226
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,258,3.6107,1,0,4439,15,0.017187
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,199,5.1391,1,0,4906,16,0.017703
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,306,4.9738,1,0,5216,17,0.020238
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,263,5.092,1,0,5657,18,0.020916
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,209,3.5637,1,0,6030,19,0.021225
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,223,3.4131,1,0,6347,20,0.022386
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,219,2.0612,1,0,6636,21,0.023193000000000002
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,270,8.2998,1,0,7079,22,0.025286999999999997
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,228,2.8395,1,0,7396,23,0.025608
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,260,3.5354,1,0,7728,24,0.027084
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,286,2.8825,1,0,8140,25,0.02871
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,570,5.5015,1,0,8568,26,0.034254
gaia__L2_b2c257e0-3ad7-4f__claude,claude-sonnet-4-6,605,5.3929,1,0,9233,27,0.036774
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,66,0.0,0,0,471,1,0.0024029999999999998
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,82,6.8243,0,0,1046,2,0.004368
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,92,2.6467,0,0,3155,3,0.010844999999999999
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,128,4.3501,0,0,4242,4,0.014646
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,219,2.3785,0,0,5753,5,0.020544
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,89,2.5251,0,0,6257,6,0.020106
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,46,1.846,0,0,7042,7,0.021816
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,148,1.641,0,0,8812,8,0.028656
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,60,1.7956,0,0,9181,9,0.028443000000000003
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,113,3.1304,0,0,13405,10,0.04191
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,48,4.2947,0,0,14250,11,0.04347
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,60,3.7167,0,0,15028,12,0.045984
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,46,2.8011,0,0,15457,13,0.047061000000000006
gaia__L2_b4cc024b-3f5e-48__claude,claude-sonnet-4-6,46,1.7027,0,0,15640,14,0.047610000000000006
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,61,0.0,0,0,602,1,0.0027210000000000003
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,108,0.3255,0,0,725,2,0.0037949999999999998
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,116,0.2548,1,0,886,3,0.004398
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,116,3.0979,1,0,1148,4,0.005184
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,74,0.3257,1,0,1285,5,0.004965
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,124,3.9604,1,0,1580,6,0.0066
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,337,0.5761,1,0,1784,7,0.010407
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,105,0.2586,1,0,2065,8,0.00777
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,69,28.03,1,0,7167,9,0.022536
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,778,19.8548,1,0,13580,10,0.05241
gaia__L2_b7f857e4-d8aa-43__claude,claude-sonnet-4-6,130,0.7057,1,0,14248,11,0.044694000000000005
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,101,0.0,0,0,442,1,0.002841
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,62,19.2803,0,0,949,2,0.003777
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,83,2.8434,0,0,2622,3,0.009111
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,110,3.4191,0,0,4974,4,0.016572
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,64,2.2193,0,0,5124,5,0.016332
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,69,2.8749,0,0,6009,6,0.019062000000000003
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,73,2.7773,0,0,8514,7,0.026637
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,96,3.8174,0,0,11717,8,0.036591
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,123,3.7432,0,0,14244,9,0.044577
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,94,3.7425,0,0,15903,10,0.049119
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,88,4.0178,0,0,17370,11,0.053430000000000005
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,46,2.2441,0,0,18791,12,0.057063
gaia__L2_b9763138-c053-48__claude,claude-sonnet-4-6,46,2.0658,0,0,19761,13,0.059973000000000005
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,105,0.0,0,0,490,1,0.003045
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,105,25.6809,0,0,4349,2,0.014622
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,129,13.627,0,0,7071,3,0.023148
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,160,8.9659,0,0,11069,4,0.035607
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,168,16.2065,0,0,15160,5,0.048
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,64,2.2701,0,0,17981,6,0.05490300000000001
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,72,6.7033,0,0,21467,7,0.065481
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,46,1.7907,0,0,25708,8,0.077814
gaia__L2_c61d22de-5f6c-49__claude,claude-sonnet-4-6,190,1.7725,0,0,29378,9,0.09098400000000001
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,102,0.0,0,0,495,1,0.0030150000000000003
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,70,6.0794,0,0,838,2,0.0035640000000000003
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,46,1.9707,0,0,1518,3,0.0052439999999999995
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,78,1.5228,0,0,1843,4,0.006699
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,65,1.7844,0,0,2248,5,0.007719
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,67,2.5827,0,0,2965,6,0.0099
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,101,2.6317,0,0,4131,7,0.013908
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,78,8.0472,0,0,5257,8,0.016941
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,136,2.7977,1,0,5438,9,0.018354000000000002
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,127,0.4222,1,0,9712,10,0.031041000000000003
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,105,0.6794,1,0,9872,11,0.031191
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,107,1.2661,1,0,10002,12,0.031611
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,114,2.3557,1,0,10134,13,0.032112
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,109,2.4445,1,0,10267,14,0.032436
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,72,1.0296,1,0,10398,15,0.032274
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,123,1.3783,1,0,10870,16,0.034455
gaia__L2_c8b7e059-c60d-47__claude,claude-sonnet-4-6,133,2.4388,1,0,11008,17,0.035018999999999995
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,87,0.0,0,0,607,1,0.0031260000000000003
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,111,0.3357,0,0,741,2,0.003888
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,111,0.2407,1,0,909,3,0.004392
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,183,3.4368,1,0,1169,4,0.006252000000000001
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,113,0.3617,1,0,1379,5,0.005832
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,145,0.2816,1,0,1546,6,0.006813
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,150,0.2335,1,0,1698,7,0.007344000000000001
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,169,0.3477,1,0,1871,8,0.008147999999999999
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,126,4.5809,1,0,2188,9,0.008454
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,240,0.7554,1,0,2429,10,0.010887
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,311,0.3409,1,0,2710,11,0.012795
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,418,1.4379,1,0,3121,12,0.015633
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,55,1.827,1,0,3597,13,0.011616
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,156,4.346,1,0,3708,14,0.013464
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,55,0.2496,1,0,3883,15,0.012473999999999999
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,267,1.5206,1,0,4019,16,0.016062
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,55,1.0373,1,0,4377,17,0.013956
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,76,1.5032,1,0,4488,18,0.014604
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,78,0.2322,1,0,4619,19,0.015026999999999999
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,63,2.4331,1,0,4951,20,0.015798
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,69,3.841,1,0,7378,21,0.023169000000000002
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,93,2.2733,1,0,9947,22,0.031236
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,403,3.5984,1,0,12793,23,0.044424000000000005
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,562,3.2399,1,0,13334,24,0.048432
gaia__L2_cca70ce6-1952-45__claude,claude-sonnet-4-6,556,1.6144,1,0,13954,25,0.050202000000000004
