session_id,model,output_length,pre_gap,is_system_prompt_present,input_tokens,turn_number,has_error,turn_cost
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,308,1.5651,1,21860,13,0,0.0702
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,92,0.063,1,22193,14,0,0.067959
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,100,1.4657,1,22503,15,0,0.069009
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,104,1.7992,1,23209,16,0,0.071187
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,370,1.8798,1,23664,17,0,0.076542
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,93,0.0625,1,24061,18,0,0.07357799999999999
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,123,0.7296,1,24312,19,0,0.074781
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,318,0.7298,1,24577,20,0,0.078501
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,94,0.066,1,24928,21,0,0.07619399999999998
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,107,1.7454,1,25106,22,0,0.07692299999999999
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,121,1.2868,1,25618,23,0,0.07866899999999999
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,572,0.7332,1,26501,24,0,0.08808300000000001
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,118,0.0497,1,27070,25,0,0.08298
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,92,2.5145,1,27444,26,0,0.08371200000000001
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,106,1.5749,1,27615,27,0,0.084435
swebench__scikit-learn__scikit-learn-9288__claude,claude-sonnet-4-6,112,6.5373,1,28197,28,0,0.086271
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,90,0.0,1,47658,1,1,0.0072521999999999994
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,49,0.7928,1,47870,2,0,0.00723685
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,97,0.7512,1,48055,3,0,0.0073198
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,89,0.0659,1,48109,4,0,0.0073187
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,79,2.784,1,48617,5,1,0.0073834
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,83,40.3068,1,48797,6,0,0.007415
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,102,0.7538,1,49249,7,1,0.00750465
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,88,34.7269,1,49460,8,0,0.0075201999999999995
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,133,0.755,1,49831,9,1,0.007627599999999999
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,421,36.2908,1,50072,10,0,0.007994949999999999
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,110,0.7707,1,51220,11,1,0.0078095
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,421,4.3177,1,51477,12,0,0.0082057
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,118,0.7653,1,52728,13,1,0.0080449
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,102,3.304,1,52953,14,0,0.00806025
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,90,0.7555,1,53608,15,1,0.0081447
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,436,1.2713,1,53827,16,0,0.00857545
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,232,5.3369,1,54712,17,0,0.008473599999999998
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,110,0.1324,1,55379,18,0,0.00843335
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,349,0.0868,1,56008,19,0,0.00880255
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,104,0.1328,1,56866,20,0,0.0086495
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,381,0.1165,1,57423,21,0,0.0090516
swebench__scikit-learn__scikit-learn-9288__minimax,minimax-m2.5,84,0.7705,1,57992,22,0,0.0087954
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,108,0.0,1,12640,1,1,0.0020201999999999998
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,64,0.7288,1,13466,2,0,0.0020935
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,82,0.6823,1,14154,3,0,0.0022173999999999996
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,68,0.6865,1,14342,4,0,0.0022295
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,119,0.6829,1,14692,5,0,0.00234065
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,76,0.0722,1,19988,6,0,0.0030856
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,82,0.6836,1,20171,7,0,0.00311995
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,81,0.6905,1,20369,8,0,0.0031485000000000003
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,85,0.0531,1,24128,9,0,0.00371695
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,85,1.1445,1,24322,10,0,0.00374605
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,81,0.7038,1,24518,11,0,0.00377085
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,112,0.0595,1,28550,12,0,0.0044113
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,84,0.7029,1,29532,13,0,0.004526399999999999
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,110,0.7064,1,30202,14,0,0.0046568
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,67,0.7052,1,30501,15,0,0.0046522
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,66,0.7027,1,30813,16,0,0.00469785
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,134,0.7105,1,31923,17,0,0.0049425499999999995
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,105,0.712,1,32378,18,0,0.00497745
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,98,0.7146,1,33009,19,0,0.00506405
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,135,0.7125,1,33223,20,0,0.0051387
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,230,0.0711,1,35649,21,0,0.00561185
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,427,0.7153,1,36783,22,0,0.0060085
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,223,0.7217,1,37351,23,0,0.0058591
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,63,0.5908,1,38437,24,1,0.0058379999999999994
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,184,5.8014,1,38610,25,0,0.0060031
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,198,0.1279,1,39652,26,1,0.0061754999999999996
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,76,1.2348,1,40324,27,1,0.006135999999999999
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,60,0.0627,1,40379,28,0,0.0061258499999999995
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,179,1.2341,1,40550,29,0,0.00628835
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,53,1.7456,1,41302,30,1,0.00625625
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,178,1.2379,1,41465,31,0,0.006424450000000001
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,93,1.7409,1,41890,32,1,0.006390449999999999
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,151,0.7299,1,42088,33,0,0.00648685
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,81,1.2435,1,42350,34,0,0.00644565
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,154,0.7296,1,43582,35,0,0.006714400000000001
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,100,1.2496,1,43848,36,0,0.006692199999999999
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,214,0.7363,1,44376,37,0,0.0069025
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,285,1.241,1,44966,38,0,0.00707265
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,154,1.2486,1,45423,39,0,0.00699055
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,153,1.247,1,45770,40,0,0.0070414499999999994
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,545,0.0939,1,46722,41,0,0.007635049999999999
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,543,0.0623,1,46775,42,0,0.0076406999999999985
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,287,0.1519,1,47815,43,0,0.0075023
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,424,4.8331,1,48599,44,1,0.007777450000000001
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,220,0.1518,1,49542,45,0,0.0076843
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,200,5.3166,1,50074,46,0,0.0077411
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,114,5.3109,1,50514,47,0,0.0077082
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,42,0.7438,1,50754,48,0,0.0076614
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,92,2.266,1,50904,49,0,0.007741399999999999
swebench__scikit-learn__scikit-learn-9288__minimax__run2,minimax-m2.5,82,2.2727,1,51153,50,0,0.00776725
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,122,0.0,1,6060,1,0,0.02001
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,97,0.0857,1,7941,2,0,0.025278000000000002
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,122,0.6906,1,8439,3,0,0.027146999999999998
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,127,2.2004,1,8677,4,0,0.027936000000000002
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,112,2.7351,1,8867,5,0,0.028281
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,100,2.6137,1,9059,6,0,0.028677
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,115,0.7005,1,9264,7,0,0.029516999999999998
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,127,1.7196,1,9444,8,0,0.030236999999999997
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,139,2.7276,1,9773,9,0,0.031404
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,108,2.2355,1,10431,10,0,0.032913
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,124,1.698,1,10642,11,0,0.033786000000000004
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,131,8.584,1,11334,12,0,0.035967000000000006
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,92,1.8445,1,11697,13,0,0.036471
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,114,0.7142,1,11875,14,0,0.03733500000000001
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,108,1.8277,1,12074,15,0,0.037842
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,103,0.0813,1,13385,16,0,0.041699999999999994
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,127,0.0775,1,18678,17,0,0.057939
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,6322,0.0754,1,19810,18,0,0.15426
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,84,0.0743,1,25573,19,0,0.07797899999999999
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,97,0.7243,1,26082,20,0,0.07970100000000001
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,95,0.7312,1,26681,21,0,0.081468
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,4298,0.7271,1,27625,22,0,0.147345
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,103,0.0822,1,31537,23,0,0.096156
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,106,0.7393,1,31781,24,0,0.09693299999999998
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,133,0.7298,1,32207,25,0,0.098616
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,96,0.076,1,33421,26,0,0.10170299999999999
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,91,0.721,1,33953,27,0,0.103224
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,536,0.7317,1,34178,28,0,0.110574
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,133,0.0684,1,34662,29,0,0.10598099999999999
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,133,0.0751,1,35069,30,0,0.107202
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,111,0.0642,1,35241,31,0,0.10738800000000001
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,133,2.2695,1,35412,32,0,0.108231
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,3324,1.7629,1,35873,33,0,0.157479
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,106,0.0737,1,38930,34,0,0.11838
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,89,0.7485,1,39151,35,0,0.118788
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,110,0.7503,1,39419,36,0,0.119907
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,1158,1.26,1,39745,37,0,0.136605
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,92,0.0816,1,40798,38,0,0.12377400000000001
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,100,0.7272,1,41104,39,0,0.124812
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,91,0.7565,1,41331,40,0,0.125358
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,469,1.6944,1,41520,41,0,0.13159500000000002
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,124,0.0991,1,42031,42,0,0.127953
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,130,2.7842,1,42535,43,0,0.12955500000000003
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,145,1.7724,1,42976,44,0,0.131103
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,133,1.7635,1,43243,45,0,0.13172399999999998
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,1079,3.8026,1,43756,46,0,0.147453
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,127,0.0761,1,44882,47,0,0.13655099999999998
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,2421,0.0829,1,45237,48,0,0.172026
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,97,0.1104,1,47569,49,0,0.144162
swebench__sphinx-doc__sphinx-10323__claude,claude-sonnet-4-6,103,0.7723,1,48050,50,0,0.145695
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,60,0.0,1,11802,1,1,0.0018392999999999999
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,70,0.7231,1,12572,2,0,0.0019663
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,91,0.6863,1,12750,3,0,0.0020171499999999997
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,65,0.6835,1,12954,4,0,0.00201785
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,53,0.6838,1,13496,5,0,0.00208535
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,88,1.2353,1,13847,6,0,0.00217825
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,63,1.7072,1,14041,7,0,0.0021785999999999997
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,54,0.6959,1,14221,8,0,0.0021952499999999997
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,63,1.6044,1,14379,9,0,0.0022292999999999996
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,58,0.6936,1,14570,10,0,0.0022521999999999998
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,57,0.696,1,14792,11,0,0.00228435
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,67,2.8011,1,15026,12,0,0.0023309499999999996
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,74,1.7233,1,15306,13,0,0.002381
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,71,1.9107,1,15960,14,0,0.00247565
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,67,0.7008,1,16139,15,0,0.0024979
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,65,1.2202,1,16330,16,0,0.00252425
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,68,0.7037,1,16584,17,0,0.0025658
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,67,0.7075,1,16756,18,0,0.00259045
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,55,1.9283,1,17010,19,0,0.00261475
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,51,0.71,1,17184,20,0,0.00263625
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,86,0.714,1,17355,21,0,0.0027021499999999995
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,106,1.7808,1,17606,22,0,0.0027627999999999997
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,78,1.2218,1,18123,23,0,0.0028081499999999997
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,114,5.6936,1,18586,24,0,0.0029189999999999997
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,49,10.3648,1,18862,25,0,0.00288565
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,63,0.7142,1,19565,26,0,0.0030072
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,60,0.7118,1,20379,27,0,0.0031258500000000003
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,67,0.7214,1,20658,28,0,0.0031757499999999998
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,691,0.3233,1,25959,29,0,0.0046885
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,76,1.2368,1,26859,30,0,0.004116249999999999
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,85,0.7261,1,27297,31,0,0.0041922999999999995
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,338,0.1199,1,27871,32,0,0.00456935
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,63,0.7262,1,29983,33,0,0.0045699
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,367,0.7241,1,30522,34,0,0.00500035
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,930,0.7329,1,31056,35,0,0.0057279
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,197,0.0689,1,32030,36,0,0.0050310500000000005
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,678,0.0762,1,32590,37,0,0.0056682
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,537,0.0776,1,33346,38,0,0.00561945
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,49,0.7394,1,34034,39,0,0.005161450000000001
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,84,1.7506,1,34353,40,0,0.0052495499999999995
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,863,1.245,1,36739,41,1,0.0065033
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,702,0.1046,1,37948,42,0,0.0064995
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,962,300.5551,1,39102,43,0,0.0069716
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,494,0.7583,1,40412,44,0,0.006629899999999999
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,398,0.0828,1,40467,45,0,0.0065277500000000006
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,969,0.7237,1,41065,46,0,0.0072740999999999995
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,173,0.7308,1,42480,47,0,0.006570949999999999
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,918,1.2571,1,43383,48,0,0.007563149999999999
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,1394,0.0822,1,43437,49,0,0.00811865
swebench__sphinx-doc__sphinx-10323__minimax,minimax-m2.5,864,301.923,1,45363,50,0,0.00779805
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,119,0.0,1,5711,1,0,0.018917999999999997
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,91,0.1023,1,7431,2,0,0.023658000000000002
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,113,0.0356,1,7579,3,0,0.024432
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,92,0.6987,1,7786,4,0,0.024738
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,89,0.6981,1,8082,5,0,0.025581000000000003
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,147,0.0428,1,8227,6,0,0.026886
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,100,0.7065,1,8426,7,0,0.026778
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,118,0.7029,1,8631,8,0,0.027663
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,102,0.7058,1,8814,9,0,0.027972
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,95,0.7046,1,8983,10,0,0.028374
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,324,0.711,1,9705,11,0,0.033975000000000005
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,122,0.0542,1,10078,12,0,0.032064
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,106,1.221,1,10263,13,0,0.032379
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,84,0.713,1,10439,14,0,0.032576999999999995
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,106,0.7161,1,10600,15,0,0.03339
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,377,0.7182,1,10939,16,0,0.038472
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,104,0.0624,1,11368,17,0,0.035663999999999994
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,104,1.226,1,11610,18,0,0.03639
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,107,1.2284,1,11781,19,0,0.036948
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,85,4.7827,1,12142,20,0,0.037701
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,255,0.7223,1,12327,21,0,0.040806
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,101,0.0445,1,12641,22,0,0.039438
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,103,0.7253,1,12923,23,0,0.040313999999999996
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,264,0.7273,1,13118,24,0,0.043314
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,121,0.0754,1,13460,25,0,0.042194999999999996
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,91,2.2574,1,13685,26,0,0.04241999999999999
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,110,0.726,1,13997,27,0,0.043641
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,114,0.7001,1,14180,28,0,0.044250000000000005
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,90,0.732,1,14359,29,0,0.044427
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,83,0.705,1,14523,30,0,0.044814
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,235,0.7324,1,14696,31,0,0.047613
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,127,0.0808,1,14994,32,0,0.046887
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,128,0.7397,1,15815,33,0,0.049365
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,658,0.0966,1,16576,34,0,0.059598
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,100,0.0853,1,17236,35,0,0.053208000000000005
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,124,0.7448,1,17436,36,0,0.054168
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,108,0.0898,1,18215,37,0,0.056264999999999996
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,124,0.7509,1,18477,38,0,0.057291
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,351,0.1048,1,19348,39,0,0.063309
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,197,0.0935,1,19734,40,0,0.062157000000000004
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,577,0.159,1,20109,41,0,0.06898199999999999
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,122,0.0801,1,20706,42,0,0.06394799999999999
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,110,9.858,1,21264,43,0,0.065442
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,183,1.0332,1,21592,44,0,0.067521
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,96,0.0952,1,21825,45,0,0.066915
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,99,0.7569,1,22011,46,0,0.067518
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,713,0.7585,1,22764,47,0,0.07898699999999999
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,88,0.0996,1,23448,48,0,0.071664
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,116,0.7628,1,24070,49,0,0.07395
swebench__sphinx-doc__sphinx-10435__claude,claude-sonnet-4-6,111,0.7604,1,24341,50,0,0.074688
swebench__sphinx-doc__sphinx-10435__minimax,minimax-m2.5,167,0.0,1,34128,1,1,0.00531125
swebench__sphinx-doc__sphinx-10435__minimax,minimax-m2.5,64,0.7959,1,34429,2,1,0.00523795
swebench__sphinx-doc__sphinx-10435__minimax,minimax-m2.5,177,5.3297,1,34758,3,0,0.005417249999999999
